country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
United Kingdom,1750,GBR,9288177.0,,,,9.306,,,,,,,,,1.002,,,9.306,1.002,,,,,9.306,,9.306,,0.0,,0.0,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
United Kingdom,1751,GBR,,,,,9.407,0.101,1.088,,,,,,,,,,9.407,,,,,,18.713,,18.713,,0.0,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
United Kingdom,1752,GBR,,,,,9.505,0.098,1.041,,,,,,,,,,9.505,,,,,,28.218,,28.218,,0.0,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
United Kingdom,1753,GBR,,,,,9.61,0.105,1.108,,,,,,,,,,9.61,,,,,,37.829,,37.829,,0.0,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
United Kingdom,1754,GBR,,,,,9.734,0.123,1.281,,,,,,,,,,9.734,,,,,,47.562,,47.562,,0.0,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
United Kingdom,1755,GBR,,,,,9.793,0.06,0.615,,,,,,,,,,9.793,,,,,,57.356,,57.356,,0.0,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
United Kingdom,1756,GBR,,,,,9.91,0.116,1.189,,,,,,,,,,9.91,,,,,,67.266,,67.266,,0.0,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
United Kingdom,1757,GBR,,,,,10.094,0.184,1.857,,,,,,,,,,10.094,,,,,,77.36,,77.36,,0.0,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
United Kingdom,1758,GBR,,,,,10.216,0.122,1.213,,,,,,,,,,10.216,,,,,,87.576,,87.576,,0.0,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
United Kingdom,1759,GBR,,,,,10.339,0.122,1.199,,,,,,,,,,10.339,,,,,,97.915,,97.915,,0.0,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
United Kingdom,1760,GBR,9823145.0,,,,10.514,0.175,1.697,,,,,,,1.07,,,10.514,1.07,,,,,108.429,,108.429,,0.0,,0.0,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
United Kingdom,1761,GBR,,,,,10.748,0.234,2.221,,,,,,,,,,10.748,,,,,,119.177,,119.177,,0.0,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
United Kingdom,1762,GBR,,,,,10.952,0.204,1.901,,,,,,,,,,10.952,,,,,,130.129,,130.129,,0.0,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
United Kingdom,1763,GBR,,,,,11.192,0.239,2.186,,,,,,,,,,11.192,,,,,,141.321,,141.321,,0.0,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
United Kingdom,1764,GBR,,,,,11.397,0.205,1.835,,,,,,,,,,11.397,,,,,,152.718,,152.718,,0.0,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
United Kingdom,1765,GBR,,,,,11.643,0.247,2.163,,,,,,,,,,11.643,,,,,,164.361,,164.361,,0.0,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
United Kingdom,1766,GBR,,,,,11.876,0.233,1.998,,,,,,,,,,11.876,,,,,,176.237,,176.237,,0.0,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
United Kingdom,1767,GBR,,,,,12.153,0.276,2.328,,,,,,,,,,12.153,,,,,,188.39,,188.39,,0.0,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
United Kingdom,1768,GBR,,,,,12.467,0.314,2.587,,,,,,,,,,12.467,,,,,,200.857,,200.857,,0.0,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
United Kingdom,1769,GBR,,,,,12.78,0.313,2.512,,,,,,,,,,12.78,,,,,,213.637,,213.637,,0.0,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
United Kingdom,1770,GBR,10371579.0,,,,13.097,0.317,2.482,,,,,,,1.263,,,13.097,1.263,,,,,226.734,,226.734,,0.0,,0.0,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
United Kingdom,1771,GBR,,,,,13.369,0.272,2.079,,,,,,,,,,13.369,,,,,,240.104,,240.104,,0.0,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
United Kingdom,1772,GBR,,,,,13.624,0.254,1.9,,,,,,,,,,13.624,,,,,,253.727,,253.727,,0.0,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
United Kingdom,1773,GBR,,,,,13.808,0.185,1.355,,,,,,,,,,13.808,,,,,,267.535,,267.535,,0.0,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
United Kingdom,1774,GBR,,,,,14.012,0.204,1.479,,,,,,,,,,14.012,,,,,,281.548,,281.548,,0.0,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
United Kingdom,1775,GBR,,,,,14.339,0.327,2.33,,,,,,,,,,14.339,,,,,,295.887,,295.887,,0.0,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
United Kingdom,1776,GBR,,,,,14.654,0.315,2.198,,,,,,,,,,14.654,,,,,,310.541,,310.541,,0.0,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
United Kingdom,1777,GBR,,,,,14.96,0.305,2.084,,,,,,,,,,14.96,,,,,,325.5,,325.5,,0.0,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
United Kingdom,1778,GBR,,,,,15.243,0.284,1.898,,,,,,,,,,15.243,,,,,,340.744,,340.744,,0.0,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
United Kingdom,1779,GBR,,,,,15.535,0.292,1.914,,,,,,,,,,15.535,,,,,,356.279,,356.279,,0.0,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
United Kingdom,1780,GBR,10935473.0,,,,15.879,0.343,2.211,,,,,,,1.452,,,15.879,1.452,,,,,372.158,,372.158,,0.0,,0.0,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
United Kingdom,1781,GBR,,,,,16.234,0.356,2.24,,,,,,,,,,16.234,,,,,,388.392,,388.392,,0.0,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
United Kingdom,1782,GBR,,,,,16.581,0.347,2.135,,,,,,,,,,16.581,,,,,,404.973,,404.973,,0.0,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
United Kingdom,1783,GBR,,,,,17.063,0.482,2.906,,,,,,,,,,17.063,,,,,,422.036,,422.036,,0.0,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
United Kingdom,1784,GBR,,,,,17.471,0.408,2.393,,,,,,,,,,17.471,,,,,,439.507,,439.507,,0.0,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,100.0,,100.0,,100.0,,100.0,,,,,,,,,,,,,,,,,,,
United Kingdom,1785,GBR,,,,,17.961,0.49,2.807,,,,,,,,,,17.961,,,,,,457.468,,457.468,,0.0,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,99.98,,99.98,,99.999,,99.999,,,,,,,,,,,,,,,,,,,
United Kingdom,1786,GBR,,,,,18.444,0.482,2.686,,,,,,,,,,18.444,,,,,,475.912,,475.912,,0.0,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,99.98,,99.98,,99.998,,99.998,,,,,,,,,,,,,,,,,,,
United Kingdom,1787,GBR,,,,,18.855,0.412,2.232,,,,,,,,,,18.855,,,,,,494.768,,494.768,,0.0,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,99.981,,99.981,,99.998,,99.998,,,,,,,,,,,,,,,,,,,
United Kingdom,1788,GBR,,,,,19.283,0.427,2.265,,,,,,,,,,19.283,,,,,,514.05,,514.05,,0.0,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,99.981,,99.981,,99.997,,99.997,,,,,,,,,,,,,,,,,,,
United Kingdom,1789,GBR,,,,,19.86,0.577,2.993,,,,,,,,,,19.86,,,,,,533.91,,533.91,,0.0,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,99.982,,99.982,,99.997,,99.997,,,,,,,,,,,,,,,,,,,
United Kingdom,1790,GBR,11517141.0,,,,20.394,0.535,2.692,,,,,,,1.771,,,20.394,1.771,,,,,554.305,,554.305,,0.0,,0.0,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,99.982,,99.982,,99.996,,99.996,,,,,,,,,,,,,,,,,,,
